"""'Job""","""'Workflow""","""'Failure rate""","""'Avg run time""","""'Avg queue time""","""'Runner type""","""'Runner labels""","""'Job runs"""
"""'smoke""","""'.github/workflows/dd_smoke.yml""",0.00,26535,2272,"""'hosted""","""'ubuntu-latest""",2
